id,source,target
42172,167,579
42173,167,580
42174,167,585
42175,167,587
42176,167,592
42177,167,598
42178,167,601
42179,167,617
42180,167,630
42181,167,698
42182,167,700
42183,167,713
42184,167,736
42185,167,738
42186,167,741
42187,167,754
42188,167,764
42189,167,779
42190,167,793
42191,167,822
42192,167,851
42193,167,854
42194,167,859
42195,167,886
42196,167,915
42197,167,933
42198,167,939
42199,167,1000
42200,167,1022
42201,167,1040
42202,167,1047
42203,167,1114
42204,167,1144
42205,167,1148
42206,167,1203
42207,167,1212
42208,167,1220
42209,167,1247
42210,167,1256
42211,167,1304
42212,167,1307
42213,167,1388
42214,167,1400
42215,167,1415
42216,167,1422
42217,167,1491
42218,167,1494
42219,167,1504
42220,167,1549
42221,167,1592
42222,167,1604
42223,167,1659
42224,167,1720
42225,167,1728
42226,167,1736
42227,167,1748
42228,167,1756
42229,167,1795
42230,167,1798
42231,167,1828
42232,167,1848
42233,167,1930
42234,167,2000
42235,167,2095
42236,167,2104
42237,167,2114
42238,167,2191
42239,167,2201
42240,167,2244
42241,167,2300
42242,167,2305
42243,167,2314
42244,167,2349
42245,167,2391
42246,167,2430
42247,167,2533
42248,167,2538
42249,167,2550
42250,167,2580
42251,167,2703
42252,167,2724
42253,167,2748
42254,167,2766
42255,167,2782
42256,167,2787
42257,167,2812
42258,167,2842
42259,167,2898
42260,167,2906
42261,167,2922
42262,167,2925
42263,167,2927
42264,167,2961
42265,167,3001
42266,167,3003
42267,167,3089
42268,167,3116
42269,167,3180
42270,167,3228
42271,167,3320
42272,167,3333
42273,167,3377
42274,167,3457
42275,167,3502
42276,167,3522
42277,167,3525
42278,167,3537
42279,167,3545
42280,167,3561
42281,167,3620
42282,167,3678
42283,167,3684
42284,167,3729
42285,167,3758
42286,167,3772
42287,167,3840
42288,167,3868
42289,167,3871
42290,167,3874
42291,167,3929
42292,167,3934
42293,167,3940
42294,167,3951
42295,167,4022
42296,167,4187
42297,167,4211
42298,167,4229
42299,167,4273
42300,167,4312
42301,167,4383
42302,167,4529
42303,167,4676
42304,167,4703
42305,167,4728
42306,167,4763
42307,167,4844
42308,167,4920
42309,167,4942
42310,167,4989
42311,167,5030
42312,167,5115
42313,167,5123
42314,168,190
42315,168,205
42316,168,238
42317,168,250
42318,168,251
42319,168,273
42320,168,302
42321,168,331
42322,168,333
42323,168,343
42324,168,344
42325,168,355
42326,168,364
42327,168,392
42328,168,400
42329,168,445
42330,168,447
42331,168,452
42332,168,462
42333,168,464
42334,168,478
42335,168,487
42336,168,500
42337,168,513
42338,168,535
42339,168,544
42340,168,552
42341,168,566
42342,168,579
42343,168,586
42344,168,636
42345,168,639
42346,168,649
42347,168,662
42348,168,678
42349,168,684
42350,168,687
42351,168,690
42352,168,698
42353,168,706
42354,168,708
42355,168,713
42356,168,724
42357,168,733
42358,168,736
42359,168,743
42360,168,789
42361,168,793
42362,168,809
42363,168,811
42364,168,813
42365,168,845
42366,168,895
42367,168,903
42368,168,911
42369,168,914
42370,168,930
42371,168,931
42372,168,952
42373,168,963
42374,168,977
42375,168,981
42376,168,997
42377,168,1002
42378,168,1022
42379,168,1029
42380,168,1042
42381,168,1053
42382,168,1083
42383,168,1109
42384,168,1137
42385,168,1138
42386,168,1139
42387,168,1142
42388,168,1154
42389,168,1189
42390,168,1192
42391,168,1225
42392,168,1238
42393,168,1241
42394,168,1263
42395,168,1286
42396,168,1304
42397,168,1330
42398,168,1367
42399,168,1383
42400,168,1400
42401,168,1409
42402,168,1415
42403,168,1494
42404,168,1495
42405,168,1580
42406,168,1645
42407,168,1653
42408,168,1662
42409,168,1687
42410,168,1688
42411,168,1690
42412,168,1751
42413,168,1780
42414,168,1795
42415,168,1847
42416,168,1886
42417,168,1943
42418,168,1952
42419,168,1976
42420,168,1978
42421,168,2069
42422,168,2135
42423,168,2146
42424,168,2148
42425,168,2154
42426,168,2195
42427,168,2218
42428,168,2220
42429,168,2303
42430,168,2334
42431,168,2355
42432,168,2397
42433,168,2428
42434,168,2453
42435,168,2539
42436,168,2547
42437,168,2580
42438,168,2594
42439,168,2693
42440,168,2696
42441,168,2763
42442,168,2777
42443,168,2807
42444,168,3005
42445,168,3007
42446,168,3061
42447,168,3142
42448,168,3208
42449,168,3265
42450,168,3291
42451,168,3340
42452,168,3341
42453,168,3348
42454,168,3372
42455,168,3518
42456,168,3591
42457,168,3606
42458,168,3636
42459,168,3668
42460,168,3729
42461,168,3797
42462,168,3884
42463,168,3907
42464,168,3917
42465,168,3944
42466,168,4000
42467,168,4069
42468,168,4138
42469,168,4160
42470,168,4173
42471,168,4176
42472,168,4180
42473,168,4225
42474,168,4367
42475,168,4433
42476,168,4456
42477,168,4557
42478,168,4679
42479,168,4764
42480,168,4767
42481,168,4793
42482,168,4845
42483,168,4939
42484,168,5064
42485,168,5114
42486,168,5172
42487,169,178
42488,169,181
42489,169,192
42490,169,201
42491,169,211
42492,169,215
42493,169,269
42494,169,279
42495,169,281
42496,169,286
42497,169,338
42498,169,345
42499,169,406
42500,169,431
42501,169,442
42502,169,450
42503,169,460
42504,169,483
42505,169,510
42506,169,511
42507,169,512
42508,169,548
42509,169,595
42510,169,616
42511,169,618
42512,169,631
42513,169,643
42514,169,658
42515,169,668
42516,169,691
42517,169,749
42518,169,754
42519,169,764
42520,169,823
42521,169,840
42522,169,858
42523,169,867
42524,169,871
42525,169,881
42526,169,887
42527,169,892
42528,169,900
42529,169,905
42530,169,910
42531,169,918
42532,169,920
42533,169,925
42534,169,941
42535,169,968
42536,169,985
42537,169,995
42538,169,996
42539,169,998
42540,169,1016
42541,169,1023
42542,169,1062
42543,169,1069
42544,169,1075
42545,169,1095
42546,169,1122
42547,169,1159
42548,169,1190
42549,169,1201
42550,169,1202
42551,169,1215
42552,169,1219
42553,169,1229
42554,169,1234
42555,169,1244
42556,169,1249
42557,169,1298
42558,169,1312
42559,169,1318
42560,169,1319
42561,169,1355
42562,169,1393
42563,169,1418
42564,169,1431
42565,169,1447
42566,169,1452
42567,169,1454
42568,169,1465
42569,169,1506
42570,169,1525
42571,169,1530
42572,169,1555
42573,169,1586
42574,169,1641
42575,169,1676
42576,169,1737
42577,169,1815
42578,169,1824
42579,169,1844
42580,169,1883
42581,169,1897
42582,169,1913
42583,169,1996
42584,169,2008
42585,169,2020
42586,169,2023
42587,169,2033
42588,169,2037
42589,169,2055
42590,169,2077
42591,169,2165
42592,169,2290
42593,169,2293
42594,169,2307
42595,169,2405
42596,169,2449
42597,169,2510
42598,169,2538
42599,169,2552
42600,169,2576
42601,169,2577
42602,169,2591
42603,169,2698
42604,169,2708
42605,169,2891
42606,169,2952
42607,169,2957
42608,169,2999
42609,169,3016
42610,169,3033
42611,169,3046
42612,169,3077
42613,169,3213
42614,169,3216
42615,169,3267
42616,169,3279
42617,169,3402
42618,169,3406
42619,169,3472
42620,169,3546
42621,169,3554
42622,169,3624
42623,169,3697
42624,169,3700
42625,169,3707
42626,169,3730
42627,169,3743
42628,169,3785
42629,169,3794
42630,169,3860
42631,169,3955
42632,169,3980
42633,169,3984
42634,169,3986
42635,169,3992
42636,169,4061
42637,169,4064
42638,169,4077
42639,169,4157
42640,169,4198
42641,169,4236
42642,169,4253
42643,169,4289
42644,169,4377
42645,169,4522
42646,169,4551
42647,169,4573
42648,169,4583
42649,169,4645
42650,169,4668
42651,169,4759
42652,169,5038
42653,169,5083
42654,169,5099
42655,169,5138
42656,170,172
42657,170,175
42658,170,179
42659,170,185
42660,170,198
42661,170,199
42662,170,200
42663,170,213
42664,170,217
42665,170,219
42666,170,221
42667,170,244
42668,170,245
42669,170,252
42670,170,255
42671,170,263
42672,170,283
42673,170,287
42674,170,299
42675,170,300
42676,170,302
42677,170,306
42678,170,308
42679,170,310
42680,170,333
42681,170,334
42682,170,338
42683,170,353
42684,170,354
42685,170,360
42686,170,362
42687,170,368
42688,170,380
42689,170,383
42690,170,392
42691,170,397
42692,170,398
42693,170,400
42694,170,414
42695,170,418
42696,170,422
42697,170,423
42698,170,425
42699,170,426
42700,170,435
42701,170,444
42702,170,456
42703,170,518
42704,170,524
42705,170,531
42706,170,532
42707,170,534
42708,170,543
42709,170,573
42710,170,586
42711,170,603
42712,170,607
42713,170,617
42714,170,620
42715,170,649
42716,170,657
42717,170,665
42718,170,668
42719,170,677
42720,170,701
42721,170,702
42722,170,713
42723,170,730
42724,170,734
42725,170,745
42726,170,750
42727,170,777
42728,170,807
42729,170,808
42730,170,821
42731,170,826
42732,170,839
42733,170,883
42734,170,929
42735,170,947
42736,170,953
42737,170,974
42738,170,988
42739,170,992
42740,170,1007
42741,170,1029
42742,170,1046
42743,170,1085
42744,170,1087
42745,170,1108
42746,170,1124
42747,170,1129
42748,170,1144
42749,170,1152
42750,170,1180
42751,170,1225
42752,170,1230
42753,170,1235
42754,170,1237
42755,170,1251
42756,170,1282
42757,170,1287
42758,170,1321
42759,170,1367
42760,170,1373
42761,170,1462
42762,170,1483
42763,170,1501
42764,170,1505
42765,170,1533
42766,170,1546
42767,170,1554
42768,170,1561
42769,170,1578
42770,170,1600
42771,170,1627
42772,170,1631
42773,170,1632
42774,170,1659
42775,170,1728
42776,170,1774
42777,170,1780
42778,170,1805
42779,170,1901
42780,170,1910
42781,170,2000
42782,170,2020
42783,170,2056
42784,170,2061
42785,170,2116
42786,170,2122
42787,170,2131
42788,170,2133
42789,170,2143
42790,170,2190
42791,170,2228
42792,170,2229
42793,170,2333
42794,170,2348
42795,170,2401
42796,170,2413
42797,170,2508
42798,170,2519
42799,170,2537
42800,170,2544
42801,170,2629
42802,170,2669
42803,170,2675
42804,170,2798
42805,170,2852
42806,170,2854
42807,170,2893
42808,170,2934
42809,170,3087
42810,170,3100
42811,170,3112
42812,170,3201
42813,170,3248
42814,170,3353
42815,170,3458
42816,170,3570
42817,170,3630
42818,170,3868
42819,170,3873
42820,170,3985
42821,170,4123
42822,170,4192
42823,170,4375
42824,170,4444
42825,170,4527
42826,170,4892
42827,170,4963
42828,170,5081
42829,171,172
42830,171,181
42831,171,190
42832,171,195
42833,171,211
42834,171,225
42835,171,249
42836,171,292
42837,171,306
42838,171,307
42839,171,308
42840,171,312
42841,171,328
42842,171,342
42843,171,344
42844,171,378
42845,171,408
42846,171,410
42847,171,412
42848,171,420
42849,171,429
42850,171,430
42851,171,440
42852,171,453
42853,171,487
42854,171,490
42855,171,500
42856,171,512
42857,171,566
42858,171,567
42859,171,587
42860,171,593
42861,171,621
42862,171,630
42863,171,641
42864,171,652
42865,171,657
42866,171,665
42867,171,690
42868,171,703
42869,171,712
42870,171,714
42871,171,718
42872,171,733
42873,171,739
42874,171,790
42875,171,798
42876,171,801
42877,171,806
42878,171,810
42879,171,826
42880,171,829
42881,171,849
42882,171,869
42883,171,872
42884,171,890
42885,171,908
42886,171,952
42887,171,982
42888,171,1000
42889,171,1044
42890,171,1047
42891,171,1048
42892,171,1053
42893,171,1072
42894,171,1098
42895,171,1100
42896,171,1116
42897,171,1157
42898,171,1162
42899,171,1210
42900,171,1230
42901,171,1247
42902,171,1249
42903,171,1259
42904,171,1272
42905,171,1293
42906,171,1305
42907,171,1326
42908,171,1365
42909,171,1397
42910,171,1421
42911,171,1425
42912,171,1450
42913,171,1480
42914,171,1491
42915,171,1501
42916,171,1502
42917,171,1507
42918,171,1516
42919,171,1541
42920,171,1545
42921,171,1550
42922,171,1609
42923,171,1622
42924,171,1645
42925,171,1647
42926,171,1683
42927,171,1699
42928,171,1715
42929,171,1720
42930,171,1747
42931,171,1756
42932,171,1774
42933,171,1777
42934,171,1790
42935,171,1793
42936,171,1807
42937,171,1821
42938,171,1885
42939,171,1929
42940,171,1932
42941,171,1947
42942,171,1974
42943,171,2045
42944,171,2059
42945,171,2101
42946,171,2174
42947,171,2187
42948,171,2201
42949,171,2221
42950,171,2241
42951,171,2270
42952,171,2303
42953,171,2396
42954,171,2509
42955,171,2555
42956,171,2564
42957,171,2614
42958,171,2616
42959,171,2622
42960,171,2635
42961,171,2654
42962,171,2675
42963,171,2710
42964,171,2734
42965,171,2767
42966,171,2772
42967,171,2835
42968,171,2909
42969,171,2995
42970,171,2999
42971,171,3015
42972,171,3032
42973,171,3055
42974,171,3138
42975,171,3315
42976,171,3489
42977,171,3622
42978,171,3650
42979,171,3706
42980,171,3736
42981,171,3749
42982,171,3754
42983,171,3785
42984,171,3804
42985,171,3810
42986,171,3811
42987,171,3934
42988,171,4033
42989,171,4049
42990,171,4130
42991,171,4142
42992,171,4165
42993,171,4306
42994,171,4398
42995,171,4420
42996,171,4451
42997,171,4579
42998,171,4601
42999,171,4768
43000,171,4887
43001,171,4978
43002,171,4987
43003,171,5062
43004,171,5100
43005,171,5141
43006,172,176
43007,172,195
43008,172,206
43009,172,220
43010,172,222
43011,172,234
43012,172,248
43013,172,250
43014,172,252
43015,172,258
43016,172,264
43017,172,270
43018,172,272
43019,172,273
43020,172,277
43021,172,294
43022,172,299
43023,172,301
43024,172,320
43025,172,339
43026,172,342
43027,172,354
43028,172,359
43029,172,374
43030,172,384
43031,172,396
43032,172,405
43033,172,406
43034,172,410
43035,172,437
43036,172,456
43037,172,458
43038,172,484
43039,172,502
43040,172,503
43041,172,507
43042,172,511
43043,172,528
43044,172,554
43045,172,555
43046,172,556
43047,172,563
43048,172,614
43049,172,630
43050,172,671
43051,172,694
43052,172,695
43053,172,741
43054,172,742
43055,172,749
43056,172,754
43057,172,759
43058,172,768
43059,172,832
43060,172,853
43061,172,869
43062,172,872
43063,172,909
43064,172,918
43065,172,947
43066,172,952
43067,172,982
43068,172,1009
43069,172,1013
43070,172,1026
43071,172,1028
43072,172,1044
43073,172,1053
43074,172,1085
43075,172,1112
43076,172,1119
43077,172,1121
43078,172,1148
43079,172,1163
43080,172,1173
43081,172,1213
43082,172,1248
43083,172,1254
43084,172,1256
43085,172,1293
43086,172,1296
43087,172,1306
43088,172,1311
43089,172,1371
43090,172,1402
43091,172,1450
43092,172,1470
43093,172,1476
43094,172,1491
43095,172,1502
43096,172,1504
43097,172,1511
43098,172,1525
43099,172,1549
43100,172,1554
43101,172,1559
43102,172,1581
43103,172,1582
43104,172,1626
43105,172,1667
43106,172,1669
43107,172,1729
43108,172,1786
43109,172,1814
43110,172,1830
43111,172,1918
43112,172,1960
43113,172,2053
43114,172,2087
43115,172,2095
43116,172,2128
43117,172,2239
43118,172,2251
43119,172,2317
43120,172,2352
43121,172,2395
43122,172,2475
43123,172,2491
43124,172,2594
43125,172,2595
43126,172,2680
43127,172,2681
43128,172,2733
43129,172,2801
43130,172,2825
43131,172,2837
43132,172,2855
43133,172,2877
43134,172,2888
43135,172,2937
43136,172,2939
43137,172,2987
43138,172,2993
43139,172,3101
43140,172,3116
43141,172,3155
43142,172,3192
43143,172,3202
43144,172,3296
43145,172,3443
43146,172,3525
43147,172,3741
43148,172,3924
43149,172,3958
43150,172,4164
43151,172,4179
43152,172,4237
43153,172,4300
43154,172,4375
43155,172,4493
43156,172,4561
43157,172,4618
43158,172,4630
43159,172,4822
43160,172,4870
43161,172,4891
43162,172,5097
43163,172,5144
43164,172,5161
43165,173,178
43166,173,180
43167,173,181
43168,173,203
43169,173,217
43170,173,228
43171,173,242
43172,173,247
43173,173,255
43174,173,269
43175,173,273
43176,173,279
43177,173,288
43178,173,309
43179,173,316
43180,173,337
43181,173,339
43182,173,358
43183,173,375
43184,173,378
43185,173,380
43186,173,391
43187,173,432
43188,173,433
43189,173,436
43190,173,454
43191,173,471
43192,173,476
43193,173,477
43194,173,479
43195,173,484
43196,173,508
43197,173,510
43198,173,560
43199,173,583
43200,173,589
43201,173,592
43202,173,600
43203,173,606
43204,173,609
43205,173,634
43206,173,661
43207,173,668
43208,173,674
43209,173,712
43210,173,748
43211,173,799
43212,173,815
43213,173,823
43214,173,832
43215,173,848
43216,173,854
43217,173,857
43218,173,868
43219,173,877
43220,173,878
43221,173,887
43222,173,890
43223,173,894
43224,173,896
43225,173,900
43226,173,910
43227,173,916
43228,173,927
43229,173,938
43230,173,947
43231,173,958
43232,173,969
43233,173,972
43234,173,1030
43235,173,1056
43236,173,1061
43237,173,1069
43238,173,1118
43239,173,1145
43240,173,1163
43241,173,1182
43242,173,1198
43243,173,1218
43244,173,1261
43245,173,1262
43246,173,1294
43247,173,1313
43248,173,1345
43249,173,1368
43250,173,1413
43251,173,1444
43252,173,1447
43253,173,1452
43254,173,1477
43255,173,1506
43256,173,1526
43257,173,1571
43258,173,1619
43259,173,1621
43260,173,1634
43261,173,1635
43262,173,1644
43263,173,1651
43264,173,1666
43265,173,1705
43266,173,1746
43267,173,1750
43268,173,1802
43269,173,1828
43270,173,1862
43271,173,2009
43272,173,2018
43273,173,2049
43274,173,2064
43275,173,2067
43276,173,2085
43277,173,2136
43278,173,2184
43279,173,2193
43280,173,2201
43281,173,2224
43282,173,2230
43283,173,2242
43284,173,2278
43285,173,2296
43286,173,2305
43287,173,2338
43288,173,2412
43289,173,2434
43290,173,2481
43291,173,2549
43292,173,2565
43293,173,2572
43294,173,2581
43295,173,2611
43296,173,2636
43297,173,2679
43298,173,2747
43299,173,2769
43300,173,2796
43301,173,2853
43302,173,2857
43303,173,2971
43304,173,2980
43305,173,2994
43306,173,2996
43307,173,3083
43308,173,3099
43309,173,3120
43310,173,3139
43311,173,3174
43312,173,3220
43313,173,3221
43314,173,3331
43315,173,3391
43316,173,3418
43317,173,3433
43318,173,3477
43319,173,3508
43320,173,3614
43321,173,3760
43322,173,3767
43323,173,3776
43324,173,3818
43325,173,3937
43326,173,4029
43327,173,4030
43328,173,4061
43329,173,4170
43330,173,4249
43331,173,4442
43332,173,4443
43333,173,4531
43334,173,4769
43335,173,4803
43336,174,176
43337,174,190
43338,174,196
43339,174,200
43340,174,208
43341,174,221
43342,174,237
43343,174,238
43344,174,239
43345,174,241
43346,174,245
43347,174,246
43348,174,271
43349,174,285
43350,174,287
43351,174,303
43352,174,305
43353,174,368
43354,174,372
43355,174,382
43356,174,396
43357,174,397
43358,174,408
43359,174,414
43360,174,429
43361,174,457
43362,174,463
43363,174,465
43364,174,470
43365,174,471
43366,174,479
43367,174,481
43368,174,503
43369,174,507
43370,174,513
43371,174,525
43372,174,535
43373,174,547
43374,174,560
43375,174,578
43376,174,581
43377,174,601
43378,174,653
43379,174,677
43380,174,700
43381,174,706
43382,174,710
43383,174,712
43384,174,715
43385,174,745
43386,174,821
43387,174,825
43388,174,829
43389,174,831
43390,174,842
43391,174,845
43392,174,846
43393,174,856
43394,174,857
43395,174,912
43396,174,914
43397,174,964
43398,174,965
43399,174,974
43400,174,988
43401,174,992
43402,174,995
43403,174,997
43404,174,1000
43405,174,1004
43406,174,1007
43407,174,1022
43408,174,1044
43409,174,1059
43410,174,1071
43411,174,1106
43412,174,1108
43413,174,1142
43414,174,1149
43415,174,1160
43416,174,1180
43417,174,1188
43418,174,1221
43419,174,1248
43420,174,1274
43421,174,1292
43422,174,1309
43423,174,1351
43424,174,1355
43425,174,1370
43426,174,1373
43427,174,1413
43428,174,1424
43429,174,1443
43430,174,1552
43431,174,1569
43432,174,1570
43433,174,1592
43434,174,1635
43435,174,1675
43436,174,1688
43437,174,1693
43438,174,1707
43439,174,1708
43440,174,1722
43441,174,1741
43442,174,1766
43443,174,1805
43444,174,1828
43445,174,1837
43446,174,1843
43447,174,1855
43448,174,1866
43449,174,1875
43450,174,1888
43451,174,1889
43452,174,1900
43453,174,1940
43454,174,1943
43455,174,1977
43456,174,1978
43457,174,2027
43458,174,2035
43459,174,2085
43460,174,2143
43461,174,2188
43462,174,2193
43463,174,2250
43464,174,2305
43465,174,2310
43466,174,2318
43467,174,2343
43468,174,2349
43469,174,2351
43470,174,2356
43471,174,2407
43472,174,2413
43473,174,2480
43474,174,2543
43475,174,2561
43476,174,2588
43477,174,2614
43478,174,2630
43479,174,2643
43480,174,2701
43481,174,2716
43482,174,2738
43483,174,2740
43484,174,2754
43485,174,2958
43486,174,3071
43487,174,3183
43488,174,3526
43489,174,3677
43490,174,3702
43491,174,4043
43492,174,4077
43493,174,4153
43494,174,4200
43495,174,4393
43496,174,4473
43497,174,4531
43498,174,4590
43499,174,4648
43500,174,4693
43501,174,4727
43502,174,4780
43503,174,4880
43504,174,4943
43505,175,179
43506,175,189
43507,175,190
43508,175,213
43509,175,225
43510,175,248
43511,175,258
43512,175,302
43513,175,308
43514,175,322
43515,175,324
43516,175,333
43517,175,346
43518,175,363
43519,175,367
43520,175,384
43521,175,388
43522,175,392
43523,175,400
43524,175,401
43525,175,408
43526,175,410
43527,175,411
43528,175,415
43529,175,431
43530,175,434
43531,175,437
43532,175,440
43533,175,465
43534,175,482
43535,175,506
43536,175,507
43537,175,518
43538,175,535
43539,175,566
43540,175,567
43541,175,584
43542,175,589
43543,175,619
43544,175,626
43545,175,636
43546,175,665
43547,175,674
43548,175,675
43549,175,676
43550,175,677
43551,175,687
43552,175,698
43553,175,700
43554,175,708
43555,175,720
43556,175,733
43557,175,734
43558,175,736
43559,175,739
43560,175,761
43561,175,777
43562,175,793
43563,175,800
43564,175,811
43565,175,826
43566,175,837
43567,175,842
43568,175,849
43569,175,859
43570,175,875
43571,175,881
43572,175,897
43573,175,928
43574,175,942
43575,175,947
43576,175,952
43577,175,964
43578,175,988
43579,175,994
43580,175,1016
43581,175,1044
43582,175,1048
43583,175,1065
43584,175,1073
43585,175,1129
43586,175,1163
43587,175,1165
43588,175,1170
43589,175,1176
43590,175,1181
43591,175,1183
43592,175,1192
43593,175,1270
43594,175,1273
43595,175,1275
43596,175,1282
43597,175,1297
43598,175,1362
43599,175,1370
43600,175,1377
43601,175,1388
43602,175,1400
43603,175,1546
43604,175,1563
43605,175,1580
43606,175,1588
43607,175,1615
43608,175,1672
43609,175,1744
43610,175,1751
43611,175,1754
43612,175,1761
43613,175,1803
43614,175,1805
43615,175,1821
43616,175,1881
43617,175,1885
43618,175,2021
43619,175,2056
43620,175,2069
43621,175,2076
43622,175,2139
43623,175,2182
43624,175,2195
43625,175,2210
43626,175,2251
43627,175,2255
43628,175,2256
43629,175,2270
43630,175,2318
43631,175,2440
43632,175,2564
43633,175,2620
43634,175,2630
43635,175,2663
43636,175,2754
43637,175,2798
43638,175,2833
43639,175,2835
43640,175,2968
43641,175,2970
43642,175,2977
43643,175,3009
43644,175,3032
43645,175,3087
43646,175,3103
43647,175,3211
43648,175,3228
43649,175,3382
43650,175,3422
43651,175,3433
43652,175,3452
43653,175,3518
43654,175,3526
43655,175,3563
43656,175,3607
43657,175,3636
43658,175,3650
43659,175,3662
43660,175,3771
43661,175,3797
43662,175,3938
43663,175,3939
43664,175,4008
43665,175,4041
43666,175,4143
43667,175,4333
43668,175,4500
43669,175,4612
43670,175,4682
43671,175,4913
43672,175,4939
43673,175,5111
43674,175,5159
43675,176,177
43676,176,188
43677,176,191
43678,176,192
43679,176,204
43680,176,208
43681,176,209
43682,176,227
43683,176,228
43684,176,234
43685,176,244
43686,176,251
43687,176,253
43688,176,260
43689,176,268
43690,176,272
43691,176,273
43692,176,290
43693,176,303
43694,176,305
43695,176,324
43696,176,331
43697,176,335
43698,176,343
43699,176,358
43700,176,361
43701,176,362
43702,176,363
43703,176,382
43704,176,413
43705,176,418
43706,176,421
43707,176,423
43708,176,424
43709,176,427
43710,176,443
43711,176,452
43712,176,454
43713,176,458
43714,176,508
43715,176,539
43716,176,567
43717,176,592
43718,176,593
43719,176,601
43720,176,620
43721,176,622
43722,176,634
43723,176,655
43724,176,675
43725,176,696
43726,176,721
43727,176,742
43728,176,743
43729,176,769
43730,176,802
43731,176,821
43732,176,845
43733,176,854
43734,176,872
43735,176,890
43736,176,902
43737,176,910
43738,176,914
43739,176,928
43740,176,953
43741,176,975
43742,176,977
43743,176,988
43744,176,989
43745,176,991
43746,176,998
43747,176,1003
43748,176,1054
43749,176,1060
43750,176,1061
43751,176,1065
43752,176,1083
43753,176,1094
43754,176,1120
43755,176,1122
43756,176,1150
43757,176,1157
43758,176,1170
43759,176,1177
43760,176,1188
43761,176,1198
43762,176,1221
43763,176,1245
43764,176,1255
43765,176,1261
43766,176,1280
43767,176,1295
43768,176,1313
43769,176,1395
43770,176,1412
43771,176,1426
43772,176,1432
43773,176,1443
43774,176,1487
43775,176,1506
43776,176,1543
43777,176,1544
43778,176,1546
43779,176,1552
43780,176,1572
43781,176,1661
43782,176,1662
43783,176,1666
43784,176,1695
43785,176,1751
43786,176,1816
43787,176,1840
43788,176,1844
43789,176,1863
43790,176,1878
43791,176,1880
43792,176,1980
43793,176,1994
43794,176,2040
43795,176,2108
43796,176,2149
43797,176,2158
43798,176,2242
43799,176,2257
43800,176,2359
43801,176,2370
43802,176,2371
43803,176,2396
43804,176,2399
43805,176,2405
43806,176,2412
43807,176,2442
43808,176,2543
43809,176,2572
43810,176,2577
43811,176,2597
43812,176,2739
43813,176,2747
43814,176,2754
43815,176,2766
43816,176,2777
43817,176,2787
43818,176,2986
43819,176,3002
43820,176,3105
43821,176,3110
43822,176,3141
43823,176,3167
43824,176,3243
43825,176,3288
43826,176,3300
43827,176,3331
43828,176,3391
43829,176,3602
43830,176,3733
43831,176,3734
43832,176,3735
43833,176,3904
43834,176,3939
43835,176,4031
43836,176,4033
43837,176,4036
43838,176,4069
43839,176,4170
43840,176,4360
43841,176,4378
43842,176,4487
43843,176,4523
43844,176,4566
43845,176,4569
43846,176,4664
43847,176,4731
43848,176,4835
43849,176,4896
43850,177,186
43851,177,202
43852,177,206
43853,177,216
43854,177,225
43855,177,240
43856,177,243
43857,177,249
43858,177,283
43859,177,305
43860,177,310
43861,177,317
43862,177,325
43863,177,326
43864,177,338
43865,177,365
43866,177,409
43867,177,443
43868,177,445
43869,177,483
43870,177,490
43871,177,531
43872,177,550
43873,177,580
43874,177,582
43875,177,589
43876,177,622
43877,177,638
43878,177,659
43879,177,680
43880,177,681
43881,177,716
43882,177,728
43883,177,733
43884,177,734
43885,177,735
43886,177,746
43887,177,749
43888,177,750
43889,177,762
43890,177,775
43891,177,783
43892,177,784
43893,177,826
43894,177,878
43895,177,885
43896,177,886
43897,177,905
43898,177,918
43899,177,921
43900,177,925
43901,177,950
43902,177,975
43903,177,1008
43904,177,1010
43905,177,1014
43906,177,1015
43907,177,1030
43908,177,1051
43909,177,1077
43910,177,1084
43911,177,1111
43912,177,1116
43913,177,1131
43914,177,1143
43915,177,1147
43916,177,1159
43917,177,1173
43918,177,1201
43919,177,1205
43920,177,1217
43921,177,1250
43922,177,1298
43923,177,1303
43924,177,1312
43925,177,1317
43926,177,1331
43927,177,1340
43928,177,1347
43929,177,1360
43930,177,1366
43931,177,1390
43932,177,1395
43933,177,1428
43934,177,1431
43935,177,1439
43936,177,1444
43937,177,1459
43938,177,1466
43939,177,1483
43940,177,1545
43941,177,1557
43942,177,1647
43943,177,1649
43944,177,1683
43945,177,1730
43946,177,1749
43947,177,1782
43948,177,1828
43949,177,1861
43950,177,1882
43951,177,1975
43952,177,1985
43953,177,1988
43954,177,2024
43955,177,2049
43956,177,2053
43957,177,2066
43958,177,2073
43959,177,2102
43960,177,2110
43961,177,2160
43962,177,2170
43963,177,2215
43964,177,2218
43965,177,2278
43966,177,2333
43967,177,2357
43968,177,2366
43969,177,2375
43970,177,2388
43971,177,2492
43972,177,2524
43973,177,2529
43974,177,2655
43975,177,2671
43976,177,2706
43977,177,2726
43978,177,2749
43979,177,2768
43980,177,2780
43981,177,2800
43982,177,2837
43983,177,2944
43984,177,3028
43985,177,3045
43986,177,3079
43987,177,3247
43988,177,3256
43989,177,3300
43990,177,3388
43991,177,3506
43992,177,3533
43993,177,3643
43994,177,3675
43995,177,3713
43996,177,3742
43997,177,3744
43998,177,3747
43999,177,3888
44000,177,3932
44001,177,3935
44002,177,3953
44003,177,3983
44004,177,4089
44005,177,4156
